                   ¹               t_otn                   U                   V                   R                 Phi               Psi_U               Psi_V               Psi_R             Psi_Phi                   H                Teta           Teta_grad               t_abs
                 528               0.528         2143.289578         22165.66333     2.230074938e+11         2.671531447        -1430.396173         2160.451257     0.0003030410849                   0     1.761737423e-10       -0.9369863479        -53.68536328         18408040.62
                 529               0.529         2130.237811         22162.69631     2.230819893e+11         2.674995888        -1433.469881         2171.096308     0.0003037158933                   0     1.761761848e-10       -0.9362276079        -53.64189068         18442904.33
                 530                0.53         2117.209994          22159.7816     2.231560301e+11         2.678458717         -1436.53374         2181.756876     0.0003043919052                   0      1.76177295e-10       -0.9354714159        -53.59856407         18477768.04
                 531               0.531         2104.206221         22156.91902     2.232296172e+11         2.681919948        -1439.587737          2192.43289       0.00030506912                   0     1.761795154e-10        -0.934717757         -53.5553826         18512631.76
                 532               0.532         2091.226585         22154.10838     2.233027513e+11           2.6853796         -1442.63186         2203.124283     0.0003057475369                   0     1.761817359e-10       -0.9339666166        -53.51234542         18547495.47
                 533               0.533          2078.27118         22151.34952     2.233754333e+11         2.688837688        -1445.666095         2213.830985     0.0003064271554                   0     1.761830681e-10       -0.9332179798        -53.46945169         18582359.18
                 534               0.534         2065.340097         22148.64225     2.234476641e+11         2.692294227        -1448.690429         2224.552928     0.0003071079748                   0     1.761863988e-10        -0.932471832        -53.42670057          18617222.9
                 535               0.535          2052.43343         22145.98641     2.235194444e+11         2.695749234        -1451.704849         2235.290044     0.0003077899944                   0     1.761877311e-10       -0.9317281587        -53.38409123         18652086.61
                 536               0.536          2039.55127         22143.38181     2.235907753e+11         2.699202726        -1454.709342         2246.042263     0.0003084732137                   0     1.761897295e-10       -0.9309869455        -53.34162284         18686950.32
                 537               0.537         2026.693708         22140.82828     2.236616574e+11         2.702654717        -1457.703894         2256.809518      0.000309157632                   0     1.761919499e-10       -0.9302481778        -53.29929457         18721814.04
                 538               0.538         2013.860836         22138.32566     2.237320917e+11         2.706105224        -1460.688492         2267.591742     0.0003098432488                   0     1.761932822e-10       -0.9295118414         -53.2571056         18756677.75
                 539               0.539         2001.052743         22135.87377      2.23802079e+11         2.709554262        -1463.663122         2278.388865     0.0003105300633                   0     1.761946145e-10       -0.9287779219        -53.21505511         18791541.46
                 540                0.54         1988.269521         22133.47244     2.238716202e+11         2.713001847        -1466.627771         2289.200821     0.0003112180751                   0      1.76197279e-10       -0.9280464053        -53.17314229         18826405.18
                 541               0.541         1975.511258          22131.1215     2.239407162e+11         2.716447995        -1469.582425         2300.027541     0.0003119072835                   0     1.761994994e-10       -0.9273172772        -53.13136634         18861268.89
                 542               0.542         1962.778045         22128.82077     2.240093678e+11         2.719892722         -1472.52707         2310.868959      0.000312597688                   0     1.762012758e-10       -0.9265905238        -53.08972643          18896132.6
                 543               0.543         1950.069971          22126.5701      2.24077576e+11         2.723336042        -1475.461693         2321.725008      0.000313289288                   0     1.762039403e-10        -0.925866131        -53.04822178         18930996.32
                 544               0.544         1937.387123         22124.36931     2.241453415e+11         2.726777971        -1478.386278         2332.595619     0.0003139820829                   0     1.762057167e-10       -0.9251440848        -53.00685158         18965860.03
                 545               0.545         1924.729592         22122.21823     2.242126653e+11         2.730218525        -1481.300813         2343.480727     0.0003146760722                   0     1.762083812e-10       -0.9244243715        -52.96561505         19000723.74
                 546               0.546         1912.097465         22120.11671     2.242795482e+11         2.733657718        -1484.205283         2354.380264     0.0003153712554                   0     1.762106017e-10       -0.9237069772        -52.92451138         19035587.46
                 547               0.547          1899.49083         22118.06456     2.243459912e+11         2.737095567        -1487.099673         2365.294164     0.0003160676318                   0     1.762134882e-10       -0.9229918883        -52.88353981         19070451.17
                 548               0.548         1886.909774         22116.06163     2.244119951e+11         2.740532086         -1489.98397          2376.22236     0.0003167652009                   0     1.762157087e-10       -0.9222790911        -52.84269953         19105314.88
                 549               0.549         1874.354384         22114.10776     2.244775609e+11          2.74396729         -1492.85816         2387.164786     0.0003174639622                   0      1.76217263e-10        -0.921568572        -52.80198979          19140178.6
                 550                0.55         1861.824748         22112.20277     2.245426893e+11         2.747401195        -1495.722226         2398.121376     0.0003181639152                   0     1.762199275e-10       -0.9208603176         -52.7614098         19175042.31
                 551               0.551         1849.320952         22110.34651     2.246073814e+11         2.750833816        -1498.576156         2409.092063     0.0003188650593                   0      1.76222148e-10       -0.9201543144         -52.7209588         19209906.02
                 552               0.552         1836.843082         22108.53881      2.24671638e+11         2.754265167        -1501.419934         2420.076781      0.000319567394                   0     1.762241464e-10       -0.9194505491        -52.68063601         19244769.74
                 553               0.553         1824.391224         22106.77952     2.247354601e+11         2.757695263        -1504.253546         2431.075464     0.0003202709189                   0     1.762274771e-10       -0.9187490083        -52.64044069         19279633.45
                 554               0.554         1811.965464         22105.06846     2.247988484e+11          2.76112412        -1507.076976         2442.088048     0.0003209756333                   0     1.762290314e-10       -0.9180496789        -52.60037206         19314497.16
                 555               0.555         1799.565888         22103.40548     2.248618041e+11         2.764551752         -1509.89021         2453.114465     0.0003216815367                   0     1.762310298e-10       -0.9173525477        -52.56042939         19349360.88
                 556               0.556          1787.19258         22101.79043     2.249243278e+11         2.767978173        -1512.693232         2464.154651     0.0003223886288                   0     1.762334723e-10       -0.9166576016        -52.52061191         19384224.59
                 557               0.557         1774.845625         22100.22313     2.249864207e+11         2.771403398        -1515.486029         2475.208541     0.0003230969089                   0      1.76237025e-10       -0.9159648276        -52.48091888          19419088.3
                 558               0.558         1762.525109         22098.70344     2.250480836e+11         2.774827443        -1518.268583         2486.276068     0.0003238063765                   0     1.762388013e-10       -0.9152742128        -52.44134957         19453952.02
                 559               0.559         1750.231115         22097.23118     2.251093174e+11         2.778250321        -1521.040881         2497.357168     0.0003245170312                   0     1.762410218e-10       -0.9145857442        -52.40190323         19488815.73
                 560                0.56         1737.963728         22095.80622      2.25170123e+11         2.781672047        -1523.802907         2508.451776     0.0003252288725                   0     1.762439084e-10       -0.9138994092        -52.36257912         19523679.44
                 561               0.561         1725.723031         22094.42839     2.252305014e+11         2.785092636        -1526.554644         2519.559826     0.0003259418998                   0     1.762467949e-10       -0.9132151948        -52.32337653         19558543.16
                 562               0.562         1713.509108         22093.09752     2.252904535e+11         2.788512101        -1529.296079         2530.681255     0.0003266561127                   0     1.762485713e-10       -0.9125330885        -52.28429472         19593406.87
                 563               0.563         1701.322044         22091.81348     2.253499803e+11         2.791930457        -1532.027195         2541.815997     0.0003273715106                   0     1.762516799e-10       -0.9118530777        -52.24533297         19628270.58
                 564               0.564          1689.16192          22090.5761     2.254090826e+11         2.795347719        -1534.747976         2552.963988     0.0003280880932                   0     1.762541224e-10       -0.9111751498        -52.20649056          19663134.3
                 565               0.565          1677.02882         22089.38523     2.254677615e+11           2.7987639        -1537.458406         2564.125163     0.0003288058599                   0     1.762565649e-10       -0.9104992923        -52.16776678         19697998.01
                 566               0.566         1664.922827         22088.24071     2.255260179e+11         2.802179015        -1540.158471         2575.299458     0.0003295248101                   0     1.762587853e-10       -0.9098254929        -52.12916091         19732861.72
                 567               0.567         1652.844023          22087.1424     2.255838526e+11         2.805593078        -1542.848153         2586.486808     0.0003302449435                   0     1.762616719e-10       -0.9091537391        -52.09067226         19767725.44
                 568               0.568         1640.792491         22086.09013     2.256412667e+11         2.809006102        -1545.527436          2597.68715     0.0003309662595                   0     1.762630042e-10       -0.9084840187        -52.05230011         19802589.15
                 569               0.569         1628.768313         22085.08377     2.256982612e+11         2.812418103        -1548.196305          2608.90042     0.0003316887577                   0     1.762658908e-10       -0.9078163196        -52.01404377         19837452.86
                 570                0.57         1616.771571         22084.12314     2.257548369e+11         2.815829093        -1550.854743         2620.126553     0.0003324124376                   0     1.762687774e-10       -0.9071506295        -51.97590253         19872316.58
                 571               0.571         1604.802347         22083.20812     2.258109948e+11         2.819239086        -1553.502734         2631.365486     0.0003331372986                   0      1.76271886e-10       -0.9064869364        -51.93787572         19907180.29
                 572               0.572         1592.860722         22082.33853     2.258667359e+11         2.822648098        -1556.140262         2642.617155     0.0003338633403                   0     1.762745505e-10       -0.9058252283        -51.89996264            19942044
                 573               0.573         1580.946778         22081.51425     2.259220612e+11          2.82605614        -1558.767309         2653.881496     0.0003345905622                   0      1.76276993e-10       -0.9051654932         -51.8621626         19976907.72
                 574               0.574         1569.060596          22080.7351     2.259769716e+11         2.829463228         -1561.38386         2665.158445     0.0003353189639                   0     1.762787694e-10       -0.9045077193        -51.82447493         20011771.43
                 575               0.575         1557.202257         22080.00096     2.260314681e+11         2.832869374        -1563.989898          2676.44794     0.0003360485447                   0     1.762816559e-10       -0.9038518947        -51.78689895         20046635.14
                 576               0.576         1545.371842         22079.31166     2.260855516e+11         2.836274592        -1566.585405         2687.749916     0.0003367793043                   0     1.762860968e-10       -0.9031980076        -51.74943398         20081498.85
                 577               0.577         1533.569432         22078.66706     2.261392232e+11         2.839678896        -1569.170365         2699.064312     0.0003375112421                   0      1.76286763e-10       -0.9025460465        -51.71207936         20116362.57
                 578               0.578         1521.795107         22078.06702     2.261924838e+11         2.843082299        -1571.744762         2710.391062     0.0003382443577                   0     1.762898716e-10       -0.9018959996        -51.67483441         20151226.28
                 579               0.579         1510.048949         22077.51139     2.262453344e+11         2.846484815        -1574.308577         2721.730105     0.0003389786505                   0     1.762927582e-10       -0.9012478553        -51.63769848         20186089.99
                 580                0.58         1498.331036         22077.00001      2.26297776e+11         2.849886458        -1576.861795         2733.081377       0.00033971412                   0     1.762949786e-10       -0.9006016023        -51.60067091         20220953.71
                 581               0.581         1486.641451         22076.53275     2.263498095e+11         2.853287239        -1579.404397         2744.444815     0.0003404507658                   0     1.762980872e-10        -0.899957229        -51.56375104         20255817.42
                 582               0.582         1474.980271         22076.10946      2.26401436e+11         2.856687174        -1581.936367         2755.820356     0.0003411885873                   0     1.763011959e-10       -0.8993147241        -51.52693822         20290681.13
                 583               0.583         1463.347578         22075.72999     2.264526564e+11         2.860086274        -1584.457686         2767.207938     0.0003419275841                   0     1.763038604e-10       -0.8986740762         -51.4902318         20325544.85
                 584               0.584         1451.743452         22075.39421     2.265034718e+11         2.863484554        -1586.968339         2778.607498     0.0003426677555                   0     1.763065249e-10       -0.8980352741        -51.45363114         20360408.56
                 585               0.585         1440.167971         22075.10196     2.265538831e+11         2.866882026        -1589.468306         2790.018973     0.0003434091012                   0     1.763089674e-10       -0.8973983067        -51.41713559         20395272.27
                 586               0.586         1428.621215         22074.85311     2.266038913e+11         2.870278704        -1591.957571         2801.442301     0.0003441516205                   0      1.76311632e-10       -0.8967631627        -51.38074453         20430135.99
                 587               0.587         1417.103264         22074.64751     2.266534975e+11           2.8736746        -1594.436115         2812.877419      0.000344895313                   0     1.763151847e-10       -0.8961298312         -51.3444573          20464999.7
                 588               0.588         1405.614197         22074.48501     2.267027026e+11         2.877069728        -1596.903922         2824.324266     0.0003456401781                   0     1.763176272e-10        -0.895498301        -51.30827329         20499863.41
                 589               0.589         1394.154093         22074.36549     2.267515077e+11           2.8804641        -1599.360972         2835.782777     0.0003463862153                   0     1.763202917e-10       -0.8948685614        -51.27219186         20534727.13
                 590                0.59         1382.723032         22074.28879     2.267999137e+11          2.88385773        -1601.807248         2847.252892     0.0003471334241                   0     1.763231783e-10       -0.8942406013         -51.2362124         20569590.84
                 591               0.591         1371.321091         22074.25477     2.268479218e+11          2.88725063        -1604.242732         2858.734548     0.0003478818038                   0     1.763260649e-10       -0.8936144099        -51.20033428         20604454.55
                 592               0.592         1359.948351          22074.2633     2.268955328e+11         2.890642813        -1606.667406         2870.227683      0.000348631354                   0     1.763296176e-10       -0.8929899765        -51.16455688         20639318.27
                 593               0.593         1348.604889         22074.31423     2.269427478e+11         2.894034292        -1609.081252         2881.732235     0.0003493820742                   0     1.763313939e-10       -0.8923672904        -51.12887959         20674181.98
                 594               0.594         1337.290785         22074.40742     2.269895679e+11         2.897425079        -1611.484251         2893.248141     0.0003501339637                   0     1.763351687e-10       -0.8917463409        -51.09330181         20709045.69
                 595               0.595         1326.006116         22074.54274      2.27035994e+11         2.900815187        -1613.876384         2904.775341      0.000350887022                   0     1.763378332e-10       -0.8911271174        -51.05782292         20743909.41
                 596               0.596         1314.750962         22074.72005     2.270820272e+11         2.904204629        -1616.257634         2916.313772     0.0003516412485                   0     1.763404978e-10       -0.8905096095        -51.02244232         20778773.12
                 597               0.597         1303.525401          22074.9392     2.271276685e+11         2.907593418        -1618.627982         2927.863372     0.0003523966426                   0     1.763438284e-10       -0.8898938065        -50.98715941         20813636.83
                 598               0.598         1292.329511         22075.20006      2.27172919e+11         2.910981565        -1620.987409          2939.42408     0.0003531532038                   0      1.76346493e-10       -0.8892796982        -50.95197359         20848500.55
                 599               0.599          1281.16337         22075.50249     2.272177797e+11         2.914369084        -1623.335896         2950.995834     0.0003539109315                   0     1.763480473e-10       -0.8886672741        -50.91688427         20883364.26
                 600                 0.6         1270.027057         22075.84636     2.272622516e+11         2.917755986        -1625.673425         2962.578573      0.000354669825                   0     1.763511559e-10        -0.888056524        -50.88189087         20918227.97
                 601               0.601          1258.92065         22076.23152     2.273063357e+11         2.921142285        -1627.999976         2974.172234     0.0003554298838                   0     1.763547086e-10       -0.8874474375        -50.84699279         20953091.69
                 602               0.602         1247.844226         22076.65784     2.273500332e+11         2.924527992        -1630.315531         2985.776756     0.0003561911073                   0      1.76356707e-10       -0.8868400046        -50.81218944          20987955.4
                 603               0.603         1236.797863         22077.12519     2.273933451e+11         2.927913119        -1632.620071         2997.392078     0.0003569534947                   0     1.763593716e-10       -0.8862342151        -50.77748026         21022819.11
                 604               0.604          1225.78164         22077.63343     2.274362723e+11          2.93129768        -1634.913576         3009.018138     0.0003577170456                   0     1.763638124e-10       -0.8856300588        -50.74286466         21057682.83
                 605               0.605         1214.795634         22078.18242      2.27478816e+11         2.934681686        -1637.196027         3020.654876     0.0003584817593                   0     1.763660329e-10       -0.8850275259        -50.70834206         21092546.54
                 606               0.606         1203.839923         22078.77203     2.275209772e+11         2.938065149        -1639.467405         3032.302229     0.0003592476351                   0     1.763693636e-10       -0.8844266063        -50.67391191         21127410.25
                 607               0.607         1192.914585         22079.40212      2.27562757e+11         2.941448081         -1641.72769         3043.960136     0.0003600146723                   0     1.763731383e-10       -0.8838272901        -50.63957362         21162273.97
                 608               0.608         1182.019697         22080.07256     2.276041565e+11         2.944830495        -1643.976864         3055.628537     0.0003607828704                   0     1.763762469e-10       -0.8832295675        -50.60532663         21197137.68
                 609               0.609         1171.155336         22080.78321     2.276451766e+11         2.948212402        -1646.214905          3067.30737     0.0003615522286                   0     1.763775792e-10       -0.8826334286        -50.57117039         21232001.39
                 610                0.61         1160.321582         22081.53395     2.276858185e+11         2.951593814        -1648.441796         3078.996574     0.0003623227462                   0     1.763802437e-10       -0.8820388638        -50.53710434         21266865.11
                 611               0.611          1149.51851         22082.32464     2.277260832e+11         2.954974744        -1650.657515         3090.696087     0.0003630944226                   0     1.763835744e-10       -0.8814458632        -50.50312791         21301728.82
                 612               0.612         1138.746198         22083.15513     2.277659718e+11         2.958355203        -1652.862043          3102.40585     0.0003638672571                   0     1.763871271e-10       -0.8808544174        -50.46924056         21336592.53
                 613               0.613         1128.004725         22084.02531     2.278054854e+11         2.961735203        -1655.055361           3114.1258     0.0003646412489                   0     1.763895696e-10       -0.8802645167        -50.43544174         21371456.25
                 614               0.614         1117.294166         22084.93504      2.27844625e+11         2.965114756        -1657.237448         3125.855877     0.0003654163974                   0     1.763926782e-10       -0.8796761516         -50.4017309         21406319.96
                 615               0.615           1106.6146         22085.88419     2.278833918e+11         2.968493873        -1659.408284          3137.59602     0.0003661927018                   0     1.763955648e-10       -0.8790893126         -50.3681075         21441183.67
                 616               0.616         1095.966104         22086.87263     2.279217868e+11         2.971872566        -1661.567849         3149.346168     0.0003669701613                   0     1.763977853e-10       -0.8785039902          -50.334571         21476047.39
                 617               0.617         1085.348755         22087.90021      2.27959811e+11         2.975250847        -1663.716123          3161.10626     0.0003677487753                   0     1.764024482e-10       -0.8779201752        -50.30112087          21510911.1
                 618               0.618          1074.76263         22088.96682     2.279974657e+11         2.978628728        -1665.853085         3172.876235     0.0003685285429                   0     1.764060009e-10       -0.8773378582        -50.26775656         21545774.81
                 619               0.619         1064.207806         22090.07232     2.280347518e+11         2.982006219        -1667.978716         3184.656033     0.0003693094633                   0     1.764093316e-10       -0.8767570299        -50.23447755         21580638.53
                 620                0.62         1053.684362         22091.21659     2.280716705e+11         2.985383333        -1670.092994         3196.445593     0.0003700915359                   0     1.764119961e-10       -0.8761776811        -50.20128331         21615502.24
                 621               0.621         1043.192373         22092.39948     2.281082229e+11         2.988760081          -1672.1959         3208.244854     0.0003708747597                   0     1.764155488e-10       -0.8755998026        -50.16817331         21650365.95
                 622               0.622         1032.731917         22093.62088       2.2814441e+11         2.992136474        -1674.287412         3220.053755     0.0003716591341                   0     1.764186575e-10       -0.8750233854        -50.13514703         21685229.67
                 623               0.623         1022.303072         22094.88064      2.28180233e+11         2.995512524         -1676.36751         3231.872235      0.000372444658                   0     1.764222102e-10       -0.8744484203        -50.10220396         21720093.38
                 624               0.624         1011.905914         22096.17865     2.282156929e+11         2.998888242        -1678.436173         3243.700235     0.0003732313309                   0     1.764248747e-10       -0.8738748984        -50.06934358         21754957.09
                 625               0.625          1001.54052         22097.51477      2.28250791e+11          3.00226364         -1680.49338         3255.537693     0.0003740191516                   0     1.764286495e-10       -0.8733028107        -50.03656537         21789820.81
                 626               0.626         991.2069673         22098.88887     2.282855282e+11         3.005638728         -1682.53911         3267.384548     0.0003748081195                   0      1.76431536e-10       -0.8727321483        -50.00386882         21824684.52
                 627               0.627         980.9053334         22100.30083     2.283199056e+11         3.009013518        -1684.573343         3279.240741     0.0003755982336                   0     1.764350888e-10       -0.8721629023        -49.97125342         21859548.23
                 628               0.628          970.635695         22101.75051     2.283539245e+11         3.012388021        -1686.596057          3291.10621     0.0003763894931                   0     1.764375313e-10       -0.8715950639        -49.93871868         21894411.95
                 629               0.629         960.3981292          22103.2378     2.283875859e+11         3.015762248        -1688.607231         3302.980896      0.000377181897                   0     1.764404178e-10       -0.8710286243        -49.90626408         21929275.66
                 630                0.63         950.1927131         22104.76255      2.28420891e+11         3.019136211        -1690.606844         3314.864737     0.0003779754445                   0     1.764437485e-10       -0.8704635749        -49.87388914         21964139.37
                 631               0.631         940.0195237         22106.32464     2.284538408e+11         3.022509919        -1692.594874         3326.757672     0.0003787701345                   0     1.764459689e-10       -0.8698999069        -49.84159334         21999003.09
                 632               0.632          929.878638         22107.92394     2.284864365e+11         3.025883385          -1694.5713         3338.659643     0.0003795659663                   0     1.764504098e-10       -0.8693376118         -49.8093762          22033866.8
                 633               0.633         919.7701331         22109.56033     2.285186792e+11          3.02925662        -1696.536101         3350.570587     0.0003803629387                   0     1.764537405e-10       -0.8687766809        -49.77723723         22068730.51
                 634               0.634         909.6940859         22111.23368     2.285505701e+11         3.032629633        -1698.489256         3362.490444     0.0003811610509                   0     1.764570712e-10       -0.8682171058        -49.74517594         22103594.23
                 635               0.635         899.6505736         22112.94387     2.285821102e+11         3.036002436        -1700.430741         3374.419155     0.0003819603018                   0     1.764595137e-10        -0.867658878        -49.71319184         22138457.94
                 636               0.636         889.6396731         22114.69076     2.286133008e+11          3.03937504        -1702.360537         3386.356658     0.0003827606904                   0     1.764630664e-10        -0.867101989        -49.68128445         22173321.65
                 637               0.637         879.6614615         22116.47422     2.286441429e+11         3.042747456        -1704.278621         3398.302894     0.0003835622158                   0     1.764666191e-10       -0.8665464305        -49.64945329         22208185.37
                 638               0.638         869.7160159         22118.29414     2.286746377e+11         3.046119695        -1706.184971         3410.257801     0.0003843648768                   0     1.764686175e-10       -0.8659921941        -49.61769789         22243049.08
                 639               0.639         859.8034132         22120.15039     2.287047863e+11         3.049491766        -1708.079565         3422.221319     0.0003851686725                   0     1.764728363e-10       -0.8654392715        -49.58601776         22277912.79
                 640                0.64         849.9237306         22122.04284       2.2873459e+11         3.052863681        -1709.962382         3434.193389     0.0003859736018                   0     1.764766111e-10       -0.8648876546        -49.55441244         22312776.51
                 641               0.641         840.0770451         22123.97136     2.287640497e+11          3.05623545        -1711.833399         3446.173949     0.0003867796635                   0     1.764801638e-10        -0.864337335        -49.52288145         22347640.22
                 642               0.642         830.2634338         22125.93583     2.287931668e+11         3.059607085        -1713.692594         3458.162938     0.0003875868567                   0     1.764839386e-10       -0.8637883048        -49.49142433         22382503.93
                 643               0.643         820.4829737         22127.93612     2.288219422e+11         3.062978595        -1715.539945         3470.160298     0.0003883951801                   0      1.76486159e-10       -0.8632405556        -49.46004062         22417367.65
                 644               0.644          810.735742         22129.97211     2.288503773e+11         3.066349991        -1717.375431         3482.165966     0.0003892046326                   0     1.764894897e-10       -0.8626940796        -49.42872985         22452231.36
                 645               0.645         801.0218159         22132.04367     2.288784731e+11         3.069721283        -1719.199027         3494.179884     0.0003900152132                   0     1.764937085e-10       -0.8621488686        -49.39749156         22487095.07
                 646               0.646         791.3412723         22134.15068     2.289062309e+11         3.073092483        -1721.010713          3506.20199     0.0003908269206                   0     1.764968172e-10       -0.8616049148         -49.3663253         22521958.79
                 647               0.647         781.6941885         22136.29302     2.289336517e+11         3.076463599        -1722.810465         3518.232223     0.0003916397536                   0     1.765012581e-10       -0.8610622101        -49.33523061          22556822.5
                 648               0.648         772.0806416         22138.47055     2.289607368e+11         3.079834644        -1724.598262         3530.270525      0.000392453711                   0     1.765050328e-10       -0.8605207468        -49.30420705         22591686.21
                 649               0.649         762.5007088         22140.68315     2.289874873e+11         3.083205626         -1726.37408         3542.316833     0.0003932687916                   0     1.765085855e-10       -0.8599805169        -49.27325416         22626549.93
                 650                0.65         752.9544673         22142.93071     2.290139044e+11         3.086576556        -1728.137896         3554.371088     0.0003940849943                   0     1.765121382e-10       -0.8594415127        -49.24237149         22661413.64
                 651               0.651         743.4419943         22145.21309     2.290399893e+11         3.089947445        -1729.889689          3566.43323     0.0003949023176                   0     1.765154689e-10       -0.8589037264         -49.2115586         22696277.35
                 652               0.652          733.963367         22147.53017     2.290657431e+11         3.093318303        -1731.629435         3578.503197     0.0003957207603                   0     1.765183555e-10       -0.8583671503        -49.18081506         22731141.06
                 653               0.653         724.5186627         22149.88182     2.290911671e+11         3.096689139        -1733.357112          3590.58093     0.0003965403212                   0     1.765205759e-10       -0.8578317768        -49.15014042         22766004.78
                 654               0.654         715.1079587         22152.26793     2.291162623e+11         3.100059964        -1735.072696         3602.666367     0.0003973609989                   0     1.765241286e-10       -0.8572975982        -49.11953424         22800868.49
                 655               0.655         705.7313323         22154.68837     2.291410301e+11         3.103430788        -1736.776164         3614.759449     0.0003981827921                   0     1.765285695e-10        -0.856764607        -49.08899609          22835732.2
                 656               0.656         696.3888608         22157.14301     2.291654715e+11         3.106801621        -1738.467494         3626.860115     0.0003990056995                   0     1.765330104e-10       -0.8562327955        -49.05852554         22870595.92
                 657               0.657         687.0806215         22159.63173     2.291895879e+11         3.110172472        -1740.146662         3638.968304     0.0003998297195                   0     1.765372293e-10       -0.8557021564        -49.02812216         22905459.63
                 658               0.658         677.8066918         22162.15442     2.292133803e+11         3.113543353        -1741.813645         3651.083956     0.0004006548509                   0     1.765414481e-10       -0.8551726822        -48.99778552         22940323.34
                 659               0.659         668.5671491         22164.71093       2.2923685e+11         3.116914272        -1743.468421         3663.207011     0.0004014810923                   0     1.765436686e-10       -0.8546443654         -48.9675152         22975187.06
                 660                0.66         659.3620708         22167.30116     2.292599982e+11          3.12028524        -1745.110964         3675.337408     0.0004023084422                   0     1.765461111e-10       -0.8541171988        -48.93731077         23010050.77
                 661               0.661         650.1915343         22169.92497      2.29282826e+11         3.123656267        -1746.741253         3687.475085     0.0004031368991                   0     1.765498858e-10       -0.8535911748        -48.90717182         23044914.48
                 662               0.662         641.0556172         22172.58225     2.293053348e+11         3.127027361        -1748.359264         3699.619984     0.0004039664615                   0     1.765536606e-10       -0.8530662864        -48.87709793          23079778.2
                 663               0.663         631.9543969         22175.27288     2.293275256e+11         3.130398534        -1749.964972         3711.772042     0.0004047971281                   0     1.765574353e-10       -0.8525425262        -48.84708868         23114641.91
                 664               0.664          622.887951         22177.99671     2.293493997e+11         3.133769794        -1751.558356           3723.9312     0.0004056288971                   0     1.765600999e-10       -0.8520198869        -48.81714366         23149505.62
                 665               0.665         613.8563569         22180.75365     2.293709584e+11         3.137141152         -1753.13939         3736.097397     0.0004064617672                   0     1.765649849e-10       -0.8514983616        -48.78726245         23184369.34
                 666               0.666         604.8596923         22183.54356     2.293922027e+11         3.140512616        -1754.708052         3748.270572     0.0004072957367                   0     1.765692037e-10       -0.8509779429        -48.75744466         23219233.05
                 667               0.667         595.8980348         22186.36632     2.294131341e+11         3.143884198        -1756.264318         3760.450664      0.000408130804                   0     1.765720903e-10       -0.8504586239        -48.72768988         23254096.76
                 668               0.668          586.971462          22189.2218     2.294337536e+11         3.147255905        -1757.808163         3772.637613     0.0004089669675                   0     1.765769753e-10       -0.8499403975        -48.69799769         23288960.48
                 669               0.669         578.0800515         22192.10989     2.294540625e+11         3.150627748        -1759.339564         3784.831358     0.0004098042256                   0     1.765800839e-10       -0.8494232567         -48.6683677         23323824.19
                 670                0.67         569.2238811         22195.03046      2.29474062e+11         3.153999736        -1760.858498         3797.031838     0.0004106425767                   0     1.765838586e-10       -0.8489071945        -48.63879952          23358687.9
                 671               0.671         560.4030285         22197.98339     2.294937534e+11         3.157371879        -1762.364939         3809.238992      0.000411482019                   0     1.765867452e-10       -0.8483922039        -48.60929273         23393551.62
                 672               0.672         551.6175714         22200.96856     2.295131379e+11         3.160744185        -1763.858865          3821.45276     0.0004123225509                   0     1.765909641e-10       -0.8478782782        -48.57984695         23428415.33
                 673               0.673         542.8675875         22203.98584     2.295322167e+11         3.164116665         -1765.34025         3833.673081     0.0004131641705                   0     1.765949609e-10       -0.8473654104        -48.55046179         23463279.04
                 674               0.674         534.1531548         22207.03511     2.295509911e+11         3.167489328        -1766.809072         3845.899893     0.0004140068763                   0     1.765978475e-10       -0.8468535937        -48.52113686         23498142.76
                 675               0.675         525.4743509         22210.11625     2.295694623e+11         3.170862182        -1768.265305         3858.133136     0.0004148506663                   0     1.766000679e-10       -0.8463428213        -48.49187176         23533006.47
                 676               0.676         516.8312539         22213.22914     2.295876315e+11         3.174235238        -1769.708926         3870.372749     0.0004156955388                   0     1.766042868e-10       -0.8458330866        -48.46266611         23567870.18
                 677               0.677         508.2239415         22216.37365        2.296055e+11         3.177608504        -1771.139909         3882.618671      0.000416541492                   0     1.766091717e-10       -0.8453243827        -48.43351952          23602733.9
                 678               0.678         499.6524917         22219.54967      2.29623069e+11         3.180981989        -1772.558232          3894.87084      0.000417388524                   0     1.766136126e-10       -0.8448167031        -48.40443162         23637597.61
                 679               0.679         491.1169824         22222.75706     2.296403399e+11         3.184355704        -1773.963869         3907.129197     0.0004182366329                   0     1.766162772e-10       -0.8443100411        -48.37540203         23672461.32
                 680                0.68         482.6174916         22225.99571     2.296573138e+11         3.187729656        -1775.356796         3919.393678     0.0004190858168                   0     1.766196078e-10       -0.8438043901        -48.34643036         23707325.04
                 681               0.681         474.1540973         22229.26549      2.29673992e+11         3.191103854        -1776.736989         3931.664225     0.0004199360739                   0     1.766236046e-10       -0.8432997436        -48.31751625         23742188.75
                 682               0.682         465.7268775         22232.56629     2.296903757e+11         3.194478309        -1778.104423         3943.940774     0.0004207874021                   0     1.766280455e-10        -0.842796095        -48.28865931         23777052.46
                 683               0.683         457.3359103         22235.89797     2.297064663e+11         3.197853028        -1779.459073         3956.223266     0.0004216397995                   0     1.766322644e-10       -0.8422934379        -48.25985918         23811916.18
