                   ¹               t_otn                   U                   V                   R                 Phi               Psi_U               Psi_V               Psi_R             Psi_Phi                   H                Teta           Teta_grad               t_abs
                 242               0.242         6082.571694         26132.44224     1.813514763e+11         1.522311476        -186.0811898         110.7508496     0.0001714572636                   0     1.558342344e-10        -1.216705271        -69.71207705         8437018.616
                 243               0.243         6073.949355         26104.59207     1.815633874e+11         1.527329669        -191.5004078         112.7761352     0.0001715960498                   0     1.582982634e-10        -1.219700738        -69.88370469         8471882.329
                 244               0.244         6065.198513         26076.80905     1.817749957e+11         1.532336674        -196.9155102          114.853495     0.0001717386399                   0     1.604250066e-10        -1.222414659        -70.03920091         8506746.043
                 245               0.245         6056.322298         26049.09731     1.819862966e+11         1.537332539        -202.3264097         116.9827103     0.0001718850056                   0     1.622664225e-10         -1.22486692        -70.17970508         8541609.756
                 246               0.246         6047.323624         26021.46064      1.82197286e+11         1.542317312        -207.7330207         119.1635629     0.0001720351188                   0     1.638646996e-10        -1.227075739        -70.30626109         8576473.469
                 247               0.247          6038.20522         25993.90251     1.824079596e+11         1.547291043         -213.135259          121.395835     0.0001721889513                   0     1.652564752e-10        -1.229057829         -70.4198265         8611337.183
                 248               0.248          6028.96965         25966.42611     1.826183132e+11         1.552253781        -218.5330419         123.6793093     0.0001723464752                   0     1.664726135e-10        -1.230828542        -70.52128086         8646200.896
                 249               0.249         6019.619335         25939.03438     1.828283428e+11         1.557205575        -223.9262879         126.0137691     0.0001725076628                   0     1.675373174e-10        -1.232401994        -70.61143305         8681064.609
                 250                0.25         6010.156565         25911.73003     1.830380444e+11         1.562146477        -229.3149171         128.3989983     0.0001726724865                   0     1.684723472e-10        -1.233791187        -70.69102792         8715928.322
                 251               0.251          6000.58352         25884.51555     1.832474142e+11         1.567076536        -234.6988508         130.8347812     0.0001728409188                   0     1.692959106e-10        -1.235008105        -70.76075221         8750792.036
                 252               0.252         5990.902276         25857.39323     1.834564484e+11         1.571995804        -240.0780117         133.3209028     0.0001730129326                   0     1.700235508e-10        -1.236063814        -70.82123988         8785655.749
                 253               0.253          5981.11482         25830.36521     1.836651432e+11         1.576904333        -245.4523238         135.8571488     0.0001731885006                   0     1.706681463e-10        -1.236968541        -70.87307687         8820519.462
                 254               0.254         5971.223057         25803.43343     1.838734949e+11         1.581802173        -250.8217125         138.4433054     0.0001733675963                   0     1.712403552e-10        -1.237731747         -70.9168054         8855383.176
                 255               0.255          5961.22882         25776.59971        1.840815e+11         1.586689376        -256.1861045         141.0791592     0.0001735501927                   0     1.717497256e-10        -1.238362202        -70.95292782         8890246.889
                 256               0.256         5951.133877         25749.86573     1.842891549e+11         1.591565996        -261.5454276         143.7644979     0.0001737362636                   0     1.722044729e-10        -1.238868038        -70.98191008         8925110.602
                 257               0.257         5940.939936         25723.23302     1.844964561e+11         1.596432082        -266.8996109         146.4991094     0.0001739257826                   0     1.726112586e-10        -1.239256807        -71.00418485         8959974.315
                 258               0.258         5930.648651         25696.70303     1.847034002e+11         1.601287689        -272.2485849         149.2827826     0.0001741187237                   0     1.729758559e-10        -1.239535527        -71.02015439         8994838.029
                 259               0.259         5920.261628         25670.27706     1.849099839e+11         1.606132869        -277.5922811         152.1153068     0.0001743150611                   0     1.733035937e-10        -1.239710735        -71.03019301         9029701.742
                 260                0.26         5909.780426         25643.95636     1.851162038e+11         1.610967673        -282.9306323         154.9964721     0.0001745147692                   0     1.735984689e-10        -1.239788514        -71.03464947         9064565.455
                 261               0.261         5899.206567         25617.74206     1.853220566e+11         1.615792155        -288.2635725         157.9260694     0.0001747178225                   0     1.738647004e-10        -1.239774543        -71.03384899         9099429.169
                 262               0.262         5888.541531         25591.63519     1.855275392e+11         1.620606366        -293.5910368           160.90389     0.0001749241959                   0     1.741051747e-10        -1.239674121        -71.02809519         9134292.882
                 263               0.263         5877.786765         25565.63673     1.857326484e+11         1.625410361        -298.9129615         163.9297262     0.0001751338643                   0     1.743230005e-10        -1.239492198        -71.01767179         9169156.595
                 264               0.264         5866.943686         25539.74759     1.859373811e+11         1.630204191         -304.229284         167.0033707     0.0001753468031                   0     1.745210643e-10        -1.239233407        -71.00284415         9204020.309
                 265               0.265         5856.013677         25513.96858     1.861417343e+11         1.634987908        -309.5399427         170.1246173     0.0001755629876                   0     1.747004763e-10        -1.238902084        -70.98386072         9238884.022
                 266               0.266         5844.998096         25488.30046     1.863457049e+11         1.639761567        -314.8448773         173.2932602     0.0001757823937                   0     1.748636791e-10        -1.238502291        -70.96095432         9273747.735
                 267               0.267         5833.898274         25462.74395       1.8654929e+11         1.644525219        -320.1440284         176.5090945      0.000176004997                   0      1.75012671e-10        -1.238037841         -70.9343433         9308611.448
                 268               0.268         5822.715518         25437.29969     1.867524866e+11         1.649278917        -325.4373378          179.771916     0.0001762307738                   0     1.751485623e-10        -1.237512311        -70.90423263         9343475.162
                 269               0.269         5811.451111         25411.96828      1.86955292e+11         1.654022714        -330.7247482         183.0815212     0.0001764597005                   0     1.752726853e-10        -1.236929062        -70.87081489         9378338.875
                 270                0.27         5800.106317         25386.75027     1.871577032e+11         1.658756661        -336.0062035         186.4377074     0.0001766917534                   0      1.75385928e-10        -1.236291253        -70.83427113         9413202.588
                 271               0.271         5788.682376         25361.64615     1.873597176e+11         1.663480812        -341.2816483         189.8402726     0.0001769269095                   0     1.754896228e-10        -1.235601858        -70.79477175         9448066.302
                 272               0.272          5777.18051         25336.65639     1.875613322e+11         1.668195219        -346.5510285         193.2890157     0.0001771651457                   0     1.755853241e-10        -1.234863679         -70.7524772         9482930.015
                 273               0.273         5765.601925          25311.7814     1.877625446e+11         1.672899935        -351.8142909         196.7837362     0.0001774064391                   0     1.756725876e-10        -1.234079354         -70.7075387         9517793.728
                 274               0.274         5753.947805         25287.02156     1.879633519e+11          1.67759501        -357.0713832         200.3242345     0.0001776507673                   0     1.757529677e-10        -1.233251373        -70.66009886         9552657.441
                 275               0.275          5742.21932         25262.37722     1.881637517e+11         1.682280498         -362.322254         203.9103117     0.0001778981078                   0     1.758266865e-10        -1.232382084        -70.61029228         9587521.155
                 276               0.276         5730.417622         25237.84869     1.883637413e+11         1.686956451         -367.566853         207.5417696     0.0001781484384                   0     1.758944101e-10        -1.231473707        -70.55824609         9622384.868
                 277               0.277         5718.543851         25213.43625     1.885633181e+11          1.69162292        -372.8051307         211.2184111     0.0001784017374                   0     1.759565826e-10        -1.230528338        -70.50408042         9657248.581
                 278               0.278         5706.599127         25189.14013     1.887624798e+11         1.696279957        -378.0370384         214.9400396     0.0001786579828                   0     1.760138701e-10        -1.229547959        -70.44790888         9692112.295
                 279               0.279         5694.584559         25164.96056     1.889612238e+11         1.700927614        -383.2625286         218.7064592     0.0001789171533                   0     1.760664947e-10        -1.228534448        -70.38983897         9726976.008
                 280                0.28          5682.50124         25140.89774     1.891595477e+11         1.705565943        -388.4815544         222.5174752     0.0001791792275                   0     1.761151225e-10        -1.227489581        -70.32997248         9761839.721
                 281               0.281         5670.350253         25116.95182     1.893574492e+11         1.710194994        -393.6940698         226.3728934     0.0001794441843                   0     1.761595314e-10         -1.22641504        -70.26840584         9796703.434
                 282               0.282         5658.132662         25093.12295     1.895549259e+11         1.714814819        -398.9000296         230.2725204     0.0001797120028                   0     1.762001656e-10        -1.225312422        -70.20523046         9831567.148
                 283               0.283         5645.849524         25069.41124     1.897519755e+11         1.719425469        -404.0993897         234.2161636     0.0001799826624                   0     1.762381352e-10        -1.224183239        -70.14053306         9866430.861
                 284               0.284          5633.50188          25045.8168     1.899485957e+11         1.724026996        -409.2921064         238.2036315     0.0001802561426                   0     1.762725521e-10        -1.223028928         -70.0743959         9901294.574
                 285               0.285          5621.09076         25022.33969     1.901447843e+11         1.728619449        -414.4781372          242.234733     0.0001805324232                   0     1.763045265e-10        -1.221850852         -70.0068971         9936158.288
                 286               0.286         5608.617181         24998.97996     1.903405392e+11          1.73320288          -419.65744         246.3092781      0.000180811484                   0     1.763336144e-10        -1.220650306        -69.93811087         9971022.001
                 287               0.287          5596.08215         24975.73766      1.90535858e+11         1.737777339        -424.8299739         250.4270774     0.0001810933053                   0     1.763598156e-10        -1.219428521        -69.86810775         10005885.71
                 288               0.288         5583.486662          24952.6128     1.907307389e+11         1.742342877        -429.9956984         254.5879425     0.0001813778674                   0     1.763842405e-10        -1.218186667         -69.7969548         10040749.43
                 289               0.289         5570.831701         24929.60539     1.909251795e+11         1.746899543        -435.1545739         258.7916857     0.0001816651508                   0      1.76406223e-10        -1.216925859         -69.7247158         10075613.14
                 290                0.29         5558.118238         24906.71539     1.911191779e+11         1.751447388        -440.3065616         263.0381202     0.0001819551363                   0     1.764273172e-10        -1.215647155        -69.65145149         10110476.85
                 291               0.291         5545.347237         24883.94279     1.913127321e+11         1.755986461        -445.4516232         267.3270599     0.0001822478049                   0     1.764457469e-10        -1.214351566        -69.57721966         10145340.57
                 292               0.292         5532.519648         24861.28753     1.915058401e+11         1.760516813        -450.5897214         271.6583196     0.0001825431377                   0     1.764619562e-10        -1.213040051        -69.50207539         10180204.28
                 293               0.293         5519.636413         24838.74955     1.916984998e+11         1.765038492        -455.7208193         276.0317148      0.000182841116                   0     1.764777213e-10        -1.211713526        -69.42607114         10215067.99
                 294               0.294         5506.698461         24816.32877     1.918907095e+11         1.769551548         -460.844881         280.4470621     0.0001831417215                   0     1.764917101e-10        -1.210372865        -69.34925693         10249931.71
                 295               0.295         5493.706715         24794.02511     1.920824671e+11         1.774056031        -465.9618709         284.9041787     0.0001834449358                   0     1.765041446e-10        -1.209018901        -69.27168047         10284795.42
                 296               0.296         5480.662083         24771.83847     1.922737709e+11         1.778551988        -471.0717545         289.4028825     0.0001837507408                   0      1.76515691e-10        -1.207652426        -69.19338724         10319659.13
                 297               0.297         5467.565467         24749.76872      1.92464619e+11          1.78303947        -476.1744976         293.9429925     0.0001840591187                   0      1.76525683e-10          -1.2062742        -69.11442069         10354522.85
                 298               0.298         5454.417758         24727.81575     1.926550096e+11         1.787518523        -481.2700667         298.5243285     0.0001843700518                   0     1.765347868e-10        -1.204884945        -69.03482225         10389386.56
                 299               0.299         5441.219838         24705.97942     1.928449409e+11         1.791989198         -486.358429         303.1467107     0.0001846835226                   0     1.765418922e-10        -1.203485352        -68.95463151         10424250.27
                 300                 0.3         5427.972578         24684.25958     1.930344113e+11         1.796451542        -491.4395524         307.8099607     0.0001849995137                   0     1.765489976e-10        -1.202076082        -68.87388627         10459113.99
                 301               0.301         5414.676841         24662.65607     1.932234189e+11         1.800905603        -496.5134053         312.5139006     0.0001853180081                   0     1.765552149e-10        -1.200657765        -68.79262267          10493977.7
                 302               0.302         5401.333481         24641.16873     1.934119622e+11         1.805351429        -501.5799565         317.2583533     0.0001856389888                   0     1.765598778e-10        -1.199231003        -68.71087523         10528841.41
                 303               0.303         5387.943342         24619.79738     1.936000394e+11         1.809789068        -506.6391758         322.0431426      0.000185962439                   0     1.765645408e-10        -1.197796372        -68.62867696         10563705.13
                 304               0.304         5374.507258         24598.54183     1.937876491e+11         1.814218567        -511.6910333          326.868093     0.0001862883421                   0     1.765680935e-10        -1.196354424        -68.54605943         10598568.84
                 305               0.305         5361.026057          24577.4019     1.939747895e+11         1.818639973        -516.7354996         331.7330301     0.0001866166817                   0     1.765714241e-10        -1.194905686        -68.46305282         10633432.55
                 306               0.306         5347.500556         24556.37738     1.941614591e+11         1.823053334         -521.772546           336.63778     0.0001869474417                   0     1.765736446e-10        -1.193450661        -68.37968602         10668296.27
                 307               0.307         5333.931564         24535.46806     1.943476564e+11         1.827458695        -526.8021443         341.5821697     0.0001872806059                   0     1.765749769e-10        -1.191989832        -68.29598667         10703159.98
                 308               0.308          5320.31988         24514.67372     1.945333799e+11         1.831856105         -531.824267         346.5660271     0.0001876161584                   0     1.765760871e-10         -1.19052366        -68.21198123         10738023.69
                 309               0.309         5306.666296         24493.99414     1.947186282e+11          1.83624561        -536.8388867         351.5891809     0.0001879540836                   0     1.765763091e-10        -1.189052588        -68.12769503         10772887.41
                 310                0.31         5292.971595         24473.42908     1.949033996e+11         1.840627255        -541.8459769         356.6514604      0.000188294366                   0     1.765765312e-10        -1.187577039        -68.04315231         10807751.12
                 311               0.311         5279.236552         24452.97832      1.95087693e+11         1.845001087        -546.8455115          361.752696     0.0001886369902                   0     1.765760871e-10        -1.186097419         -67.9583763         10842614.83
                 312               0.312         5265.461933         24432.64159     1.952715068e+11         1.849367151        -551.8374648         366.8927187     0.0001889819409                   0      1.76575421e-10        -1.184614115        -67.87338924         10877478.55
                 313               0.313         5251.648496         24412.41867     1.954548396e+11         1.853725494        -556.8218116         372.0713603     0.0001893292032                   0     1.765738666e-10          -1.1831275        -67.78821245         10912342.26
                 314               0.314          5237.79699         24392.30928     1.956376903e+11         1.858076161        -561.7985273         377.2884536     0.0001896787622                   0     1.765720903e-10        -1.181637929        -67.70286635         10947205.97
                 315               0.315         5223.908158         24372.31316     1.958200573e+11         1.862419197        -566.7675876          382.543832     0.0001900306032                   0     1.765692037e-10        -1.180145745         -67.6173705         10982069.69
                 316               0.316         5209.982733         24352.43006     1.960019395e+11         1.866754647        -571.7289688         387.8373297     0.0001903847117                   0     1.765672053e-10        -1.178651275        -67.53174365          11016933.4
                 317               0.317          5196.02144         24332.65968     1.961833356e+11         1.871082556        -576.6826476         393.1687818     0.0001907410734                   0     1.765645408e-10        -1.177154831        -67.44600378         11051797.11
                 318               0.318         5182.024999         24313.00177     1.963642443e+11         1.875402969        -581.6286011         398.5380241      0.000191099674                   0     1.765612101e-10        -1.175656717        -67.36016811         11086660.83
                 319               0.319         5167.994118         24293.45603     1.965446644e+11          1.87971593        -586.5668068         403.9448933     0.0001914604994                   0     1.765583235e-10        -1.174157218        -67.27425317         11121524.54
                 320                0.32         5153.929501         24274.02219     1.967245948e+11         1.884021483        -591.4972427         409.3892268     0.0001918235359                   0     1.765543267e-10        -1.172656612        -67.18827479         11156388.25
                 321               0.321         5139.831842         24254.69994     1.969040343e+11         1.888319673        -596.4198872         414.8708627     0.0001921887696                   0      1.76550552e-10        -1.171155164        -67.10224814         11191251.97
                 322               0.322         5125.701828         24235.48899     1.970829817e+11         1.892610544        -601.3347191         420.3896401     0.0001925561871                   0     1.765463331e-10        -1.169653128         -67.0161878         11226115.68
                 323               0.323         5111.540139         24216.38905     1.972614359e+11         1.896894138        -606.2417176         425.9453986     0.0001929257748                   0     1.765423363e-10        -1.168150747        -66.93010772         11260979.39
                 324               0.324         5097.347447         24197.39981     1.974393959e+11         1.901170501        -611.1408622         431.5379789     0.0001932975194                   0     1.765378954e-10        -1.166648255        -66.84402129         11295843.11
                 325               0.325         5083.124417         24178.52096     1.976168605e+11         1.905439673        -616.0321329         437.1672221      0.000193671408                   0     1.765327884e-10        -1.165145876        -66.75794134         11330706.82
                 326               0.326         5068.871707         24159.75221     1.977938287e+11           1.9097017          -620.91551         442.8329705     0.0001940474275                   0     1.765285695e-10        -1.163643826        -66.67188019         11365570.53
                 327               0.327         5054.589966         24141.09322     1.979702995e+11         1.913956623        -625.7909743         448.5350668     0.0001944255651                   0     1.765230184e-10         -1.16214231        -66.58584964         11400434.25
                 328               0.328         5040.279839         24122.54369     1.981462719e+11         1.918204486        -630.6585067         454.2733546     0.0001948058082                   0     1.765185775e-10        -1.160641525        -66.49986102         11435297.96
                 329               0.329         5025.941961          24104.1033      1.98321745e+11         1.922445331        -635.5180887         460.0476783     0.0001951881441                   0     1.765134705e-10        -1.159141662        -66.41392518         11470161.67
                 330                0.33         5011.576961         24085.77172     1.984967176e+11         1.926679199        -640.3697021          465.857883     0.0001955725606                   0     1.765079194e-10        -1.157642901        -66.32805253         11505025.39
                 331               0.331         4997.185461         24067.54864      1.98671189e+11         1.930906134        -645.2133288         471.7038145     0.0001959590453                   0     1.765028124e-10        -1.156145418        -66.24225306          11539889.1
                 332               0.332         4982.768078         24049.43372     1.988451582e+11         1.935126176        -650.0489514         477.5853196     0.0001963475862                   0     1.764972613e-10        -1.154649379        -66.15653634         11574752.81
                 333               0.333         4968.325418         24031.42664     1.990186243e+11         1.939339369        -654.8765526         483.5022456     0.0001967381713                   0      1.76491266e-10        -1.153154944        -66.07091153         11609616.53
                 334               0.334         4953.858083         24013.52705     1.991915865e+11         1.943545752        -659.6961153         489.4544405     0.0001971307889                   0     1.764857149e-10        -1.151662267        -65.98538745         11644480.24
                 335               0.335         4939.366669         23995.73464     1.993640438e+11         1.947745367        -664.5076231         495.4417533     0.0001975254271                   0     1.764806079e-10        -1.150171496        -65.89997251         11679343.95
                 336               0.336         4924.851765         23978.04906     1.995359955e+11         1.951938256        -669.3110595         501.4640336     0.0001979220746                   0     1.764743907e-10         -1.14868277        -65.81467481         11714207.67
                 337               0.337          4910.31395         23960.46998     1.997074408e+11         1.956124459        -674.1064085         507.5211316     0.0001983207198                   0     1.764679514e-10        -1.147196225        -65.72950208         11749071.38
                 338               0.338         4895.753802         23942.99705     1.998783788e+11         1.960304016        -678.8936544         513.6128985     0.0001987213514                   0     1.764626223e-10        -1.145711991        -65.64446175         11783935.09
                 339               0.339         4881.171889         23925.62994     2.000488088e+11         1.964476969        -683.6727816         519.7391861     0.0001991239585                   0     1.764557389e-10        -1.144230192        -65.55956092         11818798.81
                 340                0.34         4866.568772          23908.3683     2.002187301e+11         1.968643357        -688.4437751         525.8998469     0.0001995285298                   0     1.764497437e-10        -1.142750947         -65.4748064         11853662.52
                 341               0.341         4851.945009         23891.21179     2.003881419e+11         1.972803221        -693.2066198          532.094734     0.0001999350546                   0     1.764441926e-10        -1.141274369        -65.39020472         11888526.23
                 342               0.342          4837.30115         23874.16006     2.005570435e+11         1.976956601        -697.9613012         538.3237016     0.0002003435221                   0     1.764379753e-10        -1.139800568         -65.3057621         11923389.95
                 343               0.343         4822.637738         23857.21276     2.007254343e+11         1.981103535        -702.7078048         544.5866042     0.0002007539216                   0     1.764317581e-10        -1.138329647        -65.22148454         11958253.66
                 344               0.344          4807.95531         23840.36955     2.008933134e+11         1.985244064        -707.4461164         550.8832973     0.0002011662427                   0     1.764259849e-10        -1.136861706        -65.13737775         11993117.37
                 345               0.345         4793.254398         23823.63008     2.010606804e+11         1.989378227        -712.1762223         557.2136369      0.000201580475                   0     1.764199897e-10        -1.135396841        -65.05344719         12027981.09
                 346               0.346         4778.535529         23806.99399     2.012275345e+11         1.993506062        -716.8981087         563.5774799     0.0002019966082                   0     1.764139945e-10        -1.133935144        -64.96969809          12062844.8
                 347               0.347         4763.799221         23790.46093     2.013938752e+11          1.99762761        -721.6117623         569.9746837     0.0002024146322                   0     1.764073332e-10        -1.132476701        -64.88613547         12097708.51
                 348               0.348         4749.045989         23774.03056     2.015597018e+11         2.001742908        -726.3171698         576.4051066      0.000202834537                   0     1.764006718e-10        -1.131021596         -64.8027641         12132572.22
                 349               0.349          4734.27634         23757.70252     2.017250137e+11         2.005851995        -731.0143183         582.8686074     0.0002032563127                   0     1.763953428e-10        -1.129569909        -64.71958854         12167435.94
                 350                0.35         4719.490776         23741.47646     2.018898105e+11         2.009954909         -735.703195         589.3650458     0.0002036799494                   0     1.763895696e-10        -1.128121715        -64.63661316         12202299.65
                 351               0.351         4704.689795         23725.35201     2.020540915e+11         2.014051688        -740.3837874          595.894282     0.0002041054377                   0     1.763831303e-10        -1.126677088        -64.55384213         12237163.36
                 352               0.352         4689.873887         23709.32884     2.022178562e+11         2.018142371        -745.0560833         602.4561769     0.0002045327679                   0     1.763771351e-10        -1.125236097         -64.4712794         12272027.08
                 353               0.353         4675.043537         23693.40657     2.023811042e+11         2.022226995        -749.7200704         609.0505922     0.0002049619305                   0     1.763709179e-10        -1.123798807        -64.38892878         12306890.79
                 354               0.354         4660.199226         23677.58486     2.025438348e+11         2.026305598         -754.375737         615.6773902     0.0002053929164                   0     1.763653668e-10        -1.122365283        -64.30679387          12341754.5
                 355               0.355         4645.341428         23661.86335     2.027060477e+11         2.030378216        -759.0230712         622.3364339     0.0002058257162                   0     1.763593716e-10        -1.120935583        -64.22487811         12376618.22
                 356               0.356         4630.470612         23646.24168     2.028677424e+11         2.034444888        -763.6620615          629.027587      0.000206260321                   0     1.763544866e-10        -1.119509766        -64.14318479         12411481.93
                 357               0.357         4615.587242         23630.71949     2.030289184e+11          2.03850565        -768.2926967         635.7507137     0.0002066967217                   0     1.763484914e-10        -1.118087884          -64.061717         12446345.64
                 358               0.358         4600.691775         23615.29644     2.031895753e+11         2.042560539        -772.9149655          642.505679     0.0002071349094                   0     1.763422741e-10        -1.116669992        -63.98047772         12481209.36
                 359               0.359         4585.784666         23599.97215     2.033497126e+11         2.046609591         -777.528857         649.2923485     0.0002075748755                   0      1.76336723e-10        -1.115256136        -63.89946976         12516073.07
                 360                0.36         4570.866363         23584.74628     2.035093301e+11         2.050652843        -782.1343603         656.1105886     0.0002080166112                   0     1.763311719e-10        -1.113846364        -63.81869579         12550936.78
                 361               0.361         4555.937309         23569.61847     2.036684273e+11         2.054690331        -786.7314649         662.9602661     0.0002084601081                   0     1.763249546e-10        -1.112440721        -63.73815835          12585800.5
                 362               0.362          4540.99794         23554.58836     2.038270038e+11         2.058722092        -791.3201601         669.8412487     0.0002089053576                   0     1.763202917e-10        -1.111039247        -63.65785983         12620664.21
                 363               0.363         4526.048692         23539.65559     2.039850592e+11         2.062748161        -795.9004358         676.7534046     0.0002093523515                   0     1.763147406e-10        -1.109641983        -63.57780251         12655527.92
                 364               0.364         4511.089991         23524.81981     2.041425934e+11         2.066768574        -800.4722817         683.6966026     0.0002098010814                   0     1.763091895e-10        -1.108248967        -63.49798854         12690391.64
                 365               0.365         4496.122261         23510.08065     2.042996058e+11         2.070783366        -805.0356878         690.6707122     0.0002102515394                   0     1.763038604e-10        -1.106860233        -63.41841994         12725255.35
                 366               0.366          4481.14592         23495.43777     2.044560963e+11         2.074792573        -809.5906442         697.6756036     0.0002107037173                   0     1.762987534e-10        -1.105475815        -63.33909863         12760119.06
                 367               0.367         4466.161382         23480.89081     2.046120645e+11         2.078796229        -814.1371413         704.7111475     0.0002111576072                   0     1.762940904e-10        -1.104095744        -63.26002641         12794982.78
                 368               0.368         4451.169056         23466.43941     2.047675102e+11         2.082794371        -818.6751694         711.7772153     0.0002116132013                   0     1.762887614e-10        -1.102720051        -63.18120498         12829846.49
                 369               0.369         4436.169345         23452.08322      2.04922433e+11         2.086787032         -823.204719          718.873679     0.0002120704919                   0     1.762840984e-10        -1.101348762        -63.10263593          12864710.2
                 370                0.37         4421.162651         23437.82188     2.050768328e+11         2.090774248        -827.7257808         726.0004111     0.0002125294713                   0     1.762783253e-10        -1.099981904        -63.02432074         12899573.92
                 371               0.371         4406.149367         23423.65503     2.052307092e+11         2.094756052        -832.2383456          733.157285      0.000212990132                   0     1.762738844e-10        -1.098619501        -62.94626082         12934437.63
                 372               0.372         4391.129885         23409.58233     2.053840621e+11          2.09873248        -836.7424044         740.3441745     0.0002134524665                   0     1.762687774e-10        -1.097261577        -62.86845746         12969301.34
                 373               0.373          4376.10459         23395.60342     2.055368913e+11         2.102703564        -841.2379482         747.5609539     0.0002139164675                   0     1.762643365e-10        -1.095908151        -62.79091188         13004165.06
                 374               0.374         4361.073865         23381.71794     2.056891966e+11          2.10666934         -845.724968         754.8074984     0.0002143821277                   0     1.762592294e-10        -1.094559244        -62.71362519         13039028.77
                 375               0.375         4346.038086         23367.92555     2.058409777e+11          2.11062984        -850.2034553         762.0836836     0.0002148494399                   0     1.762541224e-10        -1.093214874        -62.63659845         13073892.48
                 376               0.376         4330.997628         23354.22589     2.059922346e+11         2.114585099        -854.6734013         769.3893857     0.0002153183971                   0     1.762496815e-10        -1.091875057         -62.5598326          13108756.2
                 377               0.377         4315.952859         23340.61861      2.06142967e+11         2.118535149        -859.1347976         776.7244815     0.0002157889923                   0     1.762456847e-10        -1.090539809        -62.48332854         13143619.91
                 378               0.378         4300.904143         23327.10337     2.062931748e+11         2.122480025        -863.5876356         784.0888484     0.0002162612186                   0     1.762407997e-10        -1.089209144        -62.40708706         13178483.62
                 379               0.379         4285.851842          23313.6798     2.064428579e+11         2.126419759        -868.0319072         791.4823645     0.0002167350692                   0     1.762365809e-10        -1.087883075        -62.33110889         13213347.34
                 380                0.38         4270.796312         23300.34757     2.065920162e+11         2.130354384         -872.467604         798.9049083     0.0002172105373                   0      1.76232362e-10        -1.086561613        -62.25539471         13248211.05
                 381               0.381         4255.737906         23287.10632     2.067406495e+11         2.134283933        -876.8947179         806.3563589     0.0002176876163                   0      1.76227033e-10        -1.085244769         -62.1799451         13283074.76
                 382               0.382         4240.676971         23273.95571     2.068887578e+11         2.138208438        -881.3132409         813.8365961     0.0002181662997                   0     1.762234803e-10        -1.083932552        -62.10476059         13317938.48
                 383               0.383         4225.613853         23260.89539      2.07036341e+11         2.142127932         -885.723165         821.3455002     0.0002186465809                   0     1.762190394e-10         -1.08262497        -62.02984164         13352802.19
                 384               0.384         4210.548892         23247.92502      2.07183399e+11         2.146042447        -890.1244823         828.8829519     0.0002191284537                   0     1.762154866e-10        -1.081322029        -61.95518867          13387665.9
                 385               0.385         4195.482425         23235.04425     2.073299317e+11         2.149952016        -894.5171851         836.4488327     0.0002196119116                   0     1.762117119e-10        -1.080023737        -61.88080201         13422529.62
                 386               0.386         4180.414786         23222.25273     2.074759392e+11         2.153856669        -898.9012655         844.0430246     0.0002200969485                   0      1.76207493e-10        -1.078730098        -61.80668196         13457393.33
                 387               0.387         4165.346303         23209.55013     2.076214213e+11         2.157756439         -903.276716         851.6654101     0.0002205835583                   0     1.762030521e-10        -1.077441116        -61.73282873         13492257.04
                 388               0.388         4150.277301          23196.9361      2.07766378e+11         2.161651358        -907.6435289         859.3158723     0.0002210717348                   0     1.761999435e-10        -1.076156795        -61.65924253         13527120.76
                 389               0.389         4135.208104         23184.41031     2.079108094e+11         2.165541456        -912.0016968         866.9942947      0.000221561472                   0     1.761955026e-10        -1.074877136        -61.58592347         13561984.47
                 390                0.39         4120.139029          23171.9724     2.080547155e+11         2.169426766        -916.3512121         874.7005615     0.0002220527642                   0      1.76192394e-10        -1.073602141        -61.51287162         13596848.18
                 391               0.391         4105.070391         23159.62205     2.081980961e+11         2.173307318        -920.6920675         882.4345575     0.0002225456054                   0     1.761888413e-10         -1.07233181        -61.44008704          13631711.9
                 392               0.392         4090.002501         23147.35891     2.083409515e+11         2.177183143        -925.0242557         890.1961678     0.0002230399899                   0     1.761846224e-10        -1.071066143        -61.36756969         13666575.61
                 393               0.393         4074.935667         23135.18266     2.084832815e+11         2.181054273        -929.3477694         897.9852783     0.0002235359121                   0     1.761815138e-10         -1.06980514        -61.29531952         13701439.32
                 394               0.394         4059.870193         23123.09294     2.086250863e+11         2.184920737        -933.6626014         905.8017751     0.0002240333662                   0     1.761786272e-10        -1.068548798        -61.22333643         13736303.04
                 395               0.395         4044.806381         23111.08943     2.087663658e+11         2.188782566        -937.9687444         913.6455452     0.0002245323468                   0     1.761750745e-10        -1.067297115        -61.15162027         13771166.75
                 396               0.396         4029.744527          23099.1718     2.089071202e+11         2.192639791        -942.2661914         921.5164758     0.0002250328485                   0       1.7617241e-10        -1.066050088        -61.08017086         13806030.46
                 397               0.397         4014.684926         23087.33971     2.090473496e+11         2.196492442        -946.5549354         929.4144549     0.0002255348658                   0     1.761684132e-10        -1.064807712        -61.00898799         13840894.18
                 398               0.398         3999.627869         23075.59283     2.091870539e+11         2.200340548        -950.8349692         937.3393707     0.0002260383935                   0     1.761650825e-10        -1.063569984        -60.93807138         13875757.89
                 399               0.399         3984.573643         23063.93083     2.093262333e+11          2.20418414        -955.1062859         945.2911122     0.0002265434263                   0     1.761621959e-10        -1.062336898        -60.86742075          13910621.6
